game,step,done,state,action,next_state,reward
0,0,False,0,3,0,-1
0,1,False,0,2,2,1
0,2,True,2,1,3,100
1,0,False,0,1,1,1
1,1,True,1,2,3,100
2,0,False,0,2,2,1
2,1,True,2,1,3,100
3,0,False,0,0,0,-1
3,1,False,0,0,0,-1
3,2,False,0,0,0,-1
3,3,False,0,3,0,-1
3,4,False,0,3,0,-1
3,5,False,0,2,2,1
3,6,False,2,2,2,-4
3,7,False,2,3,2,-1
3,8,False,2,0,0,-1
3,9,False,0,3,0,-1
3,10,False,0,0,0,-1
3,11,False,0,1,1,1
3,12,True,1,2,3,100
4,0,False,0,3,0,-1
4,1,False,0,3,0,-1
4,2,False,0,3,0,-1
4,3,False,0,1,1,1
4,4,False,1,1,1,-4
4,5,False,1,3,0,-1
4,6,False,0,0,0,-1
4,7,False,0,3,0,-1
4,8,False,0,3,0,-1
4,9,False,0,2,2,1
4,10,True,2,1,3,100
5,0,False,0,3,0,-1
5,1,False,0,3,0,-1
5,2,False,0,1,1,1
5,3,True,1,2,3,100
6,0,False,0,2,2,1
6,1,False,2,0,2,-1
6,2,True,2,1,3,100
7,0,False,0,2,2,1
7,1,False,2,3,2,-4
7,2,False,2,0,0,-1
7,3,False,0,0,0,-1
7,4,False,0,2,2,-1
7,5,False,2,0,2,-1
7,6,True,2,1,3,100
8,0,False,0,0,0,-1
8,1,False,0,1,1,1
8,2,False,1,3,1,-1
8,3,False,1,0,1,-1
8,4,False,1,0,1,-1
8,5,False,1,1,1,-1
8,6,True,1,2,3,100
9,0,False,0,1,1,1
9,1,True,1,2,3,100
10,0,False,0,2,2,1
10,1,False,2,3,2,-4
10,2,False,2,3,2,-1
10,3,False,2,3,2,-1
10,4,False,2,0,0,-1
10,5,False,0,2,0,-1
10,6,False,0,0,0,-1
10,7,False,0,2,2,-1
10,8,False,2,2,2,-1
10,9,False,2,3,2,-1
10,10,False,2,3,2,-1
10,11,False,2,0,0,-1
10,12,False,0,1,1,1
10,13,False,1,3,1,-1
10,14,True,1,2,3,100
11,0,False,0,1,1,1
11,1,False,1,1,1,-4
11,2,False,1,0,1,-1
11,3,False,1,3,0,-1
11,4,False,0,2,2,1
11,5,True,2,1,3,100
12,0,False,0,2,2,1
12,1,False,2,3,2,-4
12,2,False,2,0,0,-1
12,3,False,0,3,0,-1
12,4,False,0,2,2,-1
12,5,True,2,1,3,100
13,0,False,0,0,0,-1
13,1,False,0,2,2,1
13,2,True,2,1,3,100
14,0,False,0,1,1,1
14,1,False,1,3,1,-1
14,2,False,1,3,0,-1
14,3,False,0,2,2,1
14,4,False,2,3,2,-4
14,5,True,2,1,3,100
15,0,False,0,3,0,-1
15,1,False,0,2,2,1
15,2,False,2,2,2,-4
15,3,True,2,1,3,100
16,0,False,0,3,0,-1
16,1,False,0,1,1,1
16,2,False,1,0,1,-4
16,3,True,1,2,3,100
17,0,False,0,0,0,-1
17,1,False,0,2,2,1
17,2,False,2,0,2,-1
17,3,False,2,2,2,-1
17,4,False,2,0,0,-1
17,5,False,0,2,0,-1
17,6,False,0,1,1,1
17,7,False,1,0,1,-4
17,8,False,1,3,0,-1
17,9,False,0,2,2,-1
