key,state,action,q_value
1,0,0,-0.19
1,0,1,15.536521905782855
1,0,2,-0.06339110643914861
1,0,3,-0.19
1,1,0,-0.76
1,1,1,-0.95
1,1,2,15.213580335693967
1,1,3,-0.40481804567439705
1,2,0,0.0
1,2,1,0.0
1,2,2,0.0
1,2,3,0.0
1,3,0,0.0
1,3,1,0.0
1,3,2,0.0
1,3,3,0.0
1,4,0,0.0
1,4,1,0.0
1,4,2,0.0
1,4,3,0.0
1,5,0,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,6,0,-0.76
1,6,1,-0.22582564
1,6,2,-0.25676206317606765
1,6,3,-0.95
1,7,0,-0.378556
1,7,1,-0.95
1,7,2,-0.34416338560000004
1,7,3,-0.20873863477398283
1,8,0,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,9,0,-1.5056693276066815
1,9,1,-0.95
1,9,2,-0.8232743477221647
1,9,3,-0.95
1,10,0,0.0
1,10,1,0.0
1,10,2,0.0
1,10,3,0.0
1,11,0,-0.944224
1,11,1,-0.95
1,11,2,-1.0278949440169458
1,11,3,-0.95
1,12,0,0.0
1,12,1,0.0
1,12,2,0.0
1,12,3,0.0
1,13,0,-4.351188190640624
1,13,1,-3.8153562873214097
1,13,2,-3.85616037725195
1,13,3,-3.85616037725195
1,14,0,-3.2077732325700157
1,14,1,-3.268739336540456
1,14,2,-3.0708708644041294
1,14,3,-3.2196575914350274
1,15,0,-2.6199067910430456
1,15,1,-2.4901850317512437
1,15,2,-2.8476639500000003
1,15,3,-2.333565892694134
1,16,0,-1.8363195715884049
1,16,1,-1.7195
1,16,2,-1.7398339022249971
1,16,3,-1.641806575444944
1,17,0,0.0
1,17,1,0.0
1,17,2,0.0
1,17,3,0.0
1,18,0,0.0
1,18,1,0.0
1,18,2,0.0
1,18,3,0.0
1,19,0,0.0
1,19,1,-0.95
1,19,2,0.0
1,19,3,0.0
1,20,0,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,21,0,-0.76
1,21,1,1.8374236522110623
1,21,2,-0.4864204032640129
1,21,3,-0.95
1,22,0,-0.19
1,22,1,1.928397808038932
1,22,2,-0.32247403186292944
1,22,3,-0.23324811217247488
1,23,0,-0.378556
1,23,1,-0.45630134498416997
1,23,2,2.0253972705932384
1,23,3,-0.42893191077686543
1,24,0,-0.5656789744
1,24,1,-0.5656789744
1,24,2,-0.5936916150807613
1,24,3,-0.3548247377095235
1,25,0,-0.0746142852183827
1,25,1,-0.1587924390763608
1,25,2,-0.21634470658816002
1,25,3,-0.19
1,26,0,-0.21936661624509335
1,26,1,14.888383217922472
1,26,2,-0.95
1,26,3,-0.19
1,27,0,0.0
1,27,1,0.0
1,27,2,14.546415252876617
1,27,3,0.0
1,28,0,0.0
1,28,1,-0.19
1,28,2,0.0
1,28,3,9.41328697869236
1,29,0,0.0
1,29,1,0.0
1,29,2,0.0
1,29,3,4.09801923238839
1,30,0,-0.95
1,30,1,-0.19
1,30,2,-0.95
1,30,3,1.0844594814200237
1,31,0,-0.1914330256
1,31,1,-0.18169451477627765
1,31,2,-0.22582564
1,31,3,0.26296100221642327
1,32,0,-0.1558539882085732
1,32,1,-0.1501923856
1,32,2,-0.19
1,32,3,0.37138192754911825
1,33,0,-0.95
1,33,1,-0.27742439483332987
1,33,2,-0.19
1,33,3,0.09165843692291276
1,34,0,-0.22818083844081793
1,34,1,-0.95
1,34,2,-0.360121543862299
1,34,3,-0.378556
1,35,0,0.0
1,35,1,0.0
1,35,2,0.0
1,35,3,0.0
