key,state,action,q_value
1,0,0,80.7659499339805
1,0,1,84.31201969022446
1,0,2,-4.999999999999998
1,0,3,80.65122125655337
1,1,0,82.16389319862961
1,1,1,78.78823950746275
1,1,2,87.80201114069196
1,1,3,82.45283941471145
1,2,0,74.5058535115776
1,2,1,71.99001444196868
1,2,2,-4.999999999999998
1,2,3,79.25412431931623
1,3,0,68.22101687132186
1,3,1,68.99092704130854
1,3,2,64.55198041959494
1,3,3,73.68911055682794
1,4,0,0.0
1,4,1,0.0
1,4,2,0.0
1,4,3,0.0
1,5,0,85.37065488456771
1,5,1,-4.999999999999998
1,5,2,90.49052083046863
1,5,3,-4.999999999999998
1,6,0,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,7,0,66.60672734779003
1,7,1,60.573370855282775
1,7,2,-4.999750100209735
1,7,3,-4.99996249138212
1,8,0,-4.999999999992174
1,8,1,83.02583467774375
1,8,2,75.5956954759589
1,8,3,79.74339733188077
1,9,0,88.06680764460701
1,9,1,93.25789765487576
1,9,2,-4.999999999999998
1,9,3,82.37110515462567
1,10,0,-4.999999999999998
1,10,1,-4.999999999999998
1,10,2,96.45537054919913
1,10,3,90.74067115750522
1,11,0,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,12,0,75.74678330685377
1,12,1,-4.99911517827286
1,12,2,70.1251984327604
1,12,3,69.86610482845215
1,13,0,0.0
1,13,1,0.0
1,13,2,0.0
1,13,3,0.0
1,14,0,93.84027006211889
1,14,1,99.99999999999997
1,14,2,93.05949411349474
1,14,3,-4.9999999999999245
1,15,0,0.0
1,15,1,0.0
1,15,2,0.0
1,15,3,0.0
