key,state,action,q_value
1,0,0,60.6217854566985
1,0,1,65.2740030939875
1,0,2,64.55478122117627
1,0,3,60.429087764905894
1,1,0,59.612322033092696
1,1,1,64.81891776536177
1,1,2,67.51598854491633
1,1,3,61.272542743553146
1,2,0,60.39633504047214
1,2,1,65.99999176368635
1,2,2,65.20458382572721
1,2,3,61.69762026377494
1,3,0,62.78986433387684
1,3,1,65.79931603993023
1,3,2,69.83585823527015
1,3,3,64.08590329161018
1,4,0,62.64726518210817
1,4,1,-9.999999999999996
1,4,2,69.71972246692948
1,4,3,66.47058448563294
1,5,0,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,6,0,54.959934069777695
1,6,1,61.4512730072791
1,6,2,56.105413103541785
1,6,3,-9.99998283846267
1,7,0,57.346918034432925
1,7,1,57.28772037488033
1,7,2,63.675829310942234
1,7,3,58.42808588546099
1,8,0,62.19973005110313
1,8,1,67.10699213144565
1,8,2,66.38346953121663
1,8,3,61.24958816266304
1,9,0,64.96567475008351
1,9,1,69.77243188843812
1,9,2,68.24278759151888
1,9,3,65.31577728710967
1,10,0,64.80763975571534
1,10,1,72.35164602710431
1,10,2,-9.999999999999996
1,10,3,67.09729124222838
1,11,0,67.71179200987692
1,11,1,75.28868896454406
1,11,2,-9.999999999999996
1,11,3,69.23755854210017
1,12,0,67.19782973930931
1,12,1,62.697492108735915
1,12,2,77.69836209789916
1,12,3,71.58680605370598
1,13,0,-9.999999999999948
1,13,1,57.97762209101551
1,13,2,-9.999999999999948
1,13,3,66.02410970019615
1,14,0,59.43817065925369
1,14,1,53.164497174224834
1,14,2,43.41186023477114
1,14,3,56.12722476248049
1,15,0,59.17987784617875
1,15,1,66.35570208887141
1,15,2,-9.880274848174379
1,15,3,54.26380981634314
1,16,0,62.746091132955286
1,16,1,66.89010658284433
1,16,2,68.91626880763619
1,16,3,60.5474655215368
1,17,0,66.97843413248118
1,17,1,-9.999999999999996
1,17,2,69.78061544196153
1,17,3,65.74675435145893
1,18,0,0.0
1,18,1,0.0
1,18,2,0.0
1,18,3,0.0
1,19,0,0.0
1,19,1,0.0
1,19,2,0.0
1,19,3,0.0
1,20,0,74.02024372989467
1,20,1,-9.999999999999996
1,20,2,80.09339498875988
1,20,3,-9.999999999999996
1,21,0,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,22,0,16.739273435156232
1,22,1,-9.774716004550609
1,22,2,52.400010441215116
1,22,3,-9.353891811077332
1,23,0,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,24,0,64.32765970320456
1,24,1,71.6881560306519
1,24,2,66.7111517225182
1,24,3,62.19320674531676
1,25,0,68.34441313310569
1,25,1,73.94969310345289
1,25,2,71.09229697432268
1,25,3,67.65788098336604
1,26,0,-9.999999999999996
1,26,1,75.79283924799958
1,26,2,73.1137689079946
1,26,3,69.77580510093017
1,27,0,-9.999999999999996
1,27,1,76.72726915047627
1,27,2,77.93486935574396
1,27,3,72.51557729572292
1,28,0,75.77498860165446
1,28,1,74.59022269461538
1,28,2,82.4443974479147
1,28,3,75.49772939447674
1,29,0,-1.9
1,29,1,27.26392800937485
1,29,2,-6.5132155990000005
1,29,3,72.01635206211405
1,30,0,18.120659811995846
1,30,1,32.92036411909838
1,30,2,-8.784233454094307
1,30,3,62.28667586962502
1,31,0,-5.6953279000000006
1,31,1,60.754182532037085
1,31,2,9.786495358248217
1,31,3,20.21083518496723
1,32,0,65.5699706732959
1,32,1,69.4032767026587
1,32,2,63.49362263556641
1,32,3,62.33283651227929
1,33,0,69.33547093216103
1,33,1,72.36666353387845
1,33,2,65.87871939357031
1,33,3,66.97205187998661
1,34,0,72.09224530552545
1,34,1,76.43844311696883
1,34,2,72.15752854342735
1,34,3,71.98596548237214
1,35,0,75.06977822558166
1,35,1,73.6834824865762
1,35,2,81.2019945702821
1,35,3,73.41086110378546
1,36,0,78.64287933335495
1,36,1,-9.999999999999996
1,36,2,85.03383880317976
1,36,3,78.4726181101046
1,37,0,0.0
1,37,1,0.0
1,37,2,0.0
1,37,3,0.0
1,38,0,0.0
1,38,1,0.0
1,38,2,0.0
1,38,3,0.0
1,39,0,32.74199003741591
1,39,1,63.601851324615296
1,39,2,18.124113029390053
1,39,3,-3.439
1,40,0,66.18180491304788
1,40,1,64.80024626092623
1,40,2,60.218396556289875
1,40,3,59.11351883201249
1,41,0,67.51932441454015
1,41,1,69.05052854312885
1,41,2,63.552759862518286
1,41,3,63.331819271632746
1,42,0,71.79295386370812
1,42,1,67.85339136681503
1,42,2,74.6417381254145
1,42,3,67.60600107904068
1,43,0,78.06439569698138
1,43,1,84.6397238701949
1,43,2,-9.999999999999996
1,43,3,72.37853511964467
1,44,0,81.7057300050288
1,44,1,84.65980153202605
1,44,2,87.99603414087134
1,44,3,81.73967055023184
1,45,0,-9.999999999999996
